StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q9,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77_First Click,Q77_Last Click,Q77_Page Submit,Q77_Click Count,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q94,Q95,Q129,Q96,Q128,Q131,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Q9,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Are you an Overestimator, or Underestimator? 



Approximately how many dots were in the previous image?",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Mental Rotation Task 

 

Looking at the shape below, select the photo that depicts the same shape, rotated in space.","Logic Problem



Please read the following carefully, then select the answer you believe to be most correct. 

 

Laird: Pure research provides us with new technologies that contribute to saving lives. Even more worthwhile than this, however, is its role in expanding our knowledge and providing new, unexplored ideas.

Kim: Your priorities are mistaken. Saving lives is what counts most of all. Without pure research, medicine would not be as advanced as it is.

Laird and Kim disagree on whether pure research...","Spot the Difference 

 

Some things are different in the images below. Please click on the image where one of the differences is. - 1 - X","Spot the Difference 

 

Some things are different in the images below. Please click on the image where one of the differences is. - 1 - Y","Spot the Difference 

 

Some things are different in the images below. Please click on the image where one of the differences is. - Regions","Survey Question

 

Please answer the following question honestly. We are interested in how people score on a variety of personality measures. 

 

 

I am the life of the party.",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,How would you like to assign tasks?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Which task would you like to assign to YOURSELF? 
(Remember, whichever task you do not choose will be assigned to another participant.)",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Do you think the assignment procedure for tasks is blind (e.g. the researchers are not assigning tasks)?,How fairly did the other participant act when assigning the tasks?,How likely do you think people are to assign themselves the green task? - Green Task,"Do you have any other feedback on the new ""experimenter-blind"" task assignment procedure?",What did you think was the purpose of this experiment?,Did you believe that you were talking to real people in the chat phase?,Why Not?,Did you believe that you were watching a real person's task selection via screen recording?,Why Not?,Is there anything else you'd like us to know?,Q102,"I feel that I have been adequately debriefed about the nature of the study. The investigator has explained the purposes of the research to me, and I feel that any questions I have asked were satisfactorily answered.",researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID14""}","{""ImportId"":""QID9_FIRST_CLICK""}","{""ImportId"":""QID9_LAST_CLICK""}","{""ImportId"":""QID9_PAGE_SUBMIT""}","{""ImportId"":""QID9_CLICK_COUNT""}","{""ImportId"":""QID37_FIRST_CLICK""}","{""ImportId"":""QID37_LAST_CLICK""}","{""ImportId"":""QID37_PAGE_SUBMIT""}","{""ImportId"":""QID37_CLICK_COUNT""}","{""ImportId"":""QID36_TEXT""}","{""ImportId"":""QID120_FIRST_CLICK""}","{""ImportId"":""QID120_LAST_CLICK""}","{""ImportId"":""QID120_PAGE_SUBMIT""}","{""ImportId"":""QID120_CLICK_COUNT""}","{""ImportId"":""QID68_FIRST_CLICK""}","{""ImportId"":""QID68_LAST_CLICK""}","{""ImportId"":""QID68_PAGE_SUBMIT""}","{""ImportId"":""QID68_CLICK_COUNT""}","{""ImportId"":""QID91""}","{""ImportId"":""QID95""}","{""ImportId"":""QID98"",""point"":1,""coord"":""x""}","{""ImportId"":""QID98"",""point"":1,""coord"":""y""}","{""ImportId"":""QID98_REGIONS""}","{""ImportId"":""QID99""}","{""ImportId"":""QID63_FIRST_CLICK""}","{""ImportId"":""QID63_LAST_CLICK""}","{""ImportId"":""QID63_PAGE_SUBMIT""}","{""ImportId"":""QID63_CLICK_COUNT""}","{""ImportId"":""QID65_FIRST_CLICK""}","{""ImportId"":""QID65_LAST_CLICK""}","{""ImportId"":""QID65_PAGE_SUBMIT""}","{""ImportId"":""QID65_CLICK_COUNT""}","{""ImportId"":""QID32""}","{""ImportId"":""QID108_FIRST_CLICK""}","{""ImportId"":""QID108_LAST_CLICK""}","{""ImportId"":""QID108_PAGE_SUBMIT""}","{""ImportId"":""QID108_CLICK_COUNT""}","{""ImportId"":""QID92""}","{""ImportId"":""QID42_FIRST_CLICK""}","{""ImportId"":""QID42_LAST_CLICK""}","{""ImportId"":""QID42_PAGE_SUBMIT""}","{""ImportId"":""QID42_CLICK_COUNT""}","{""ImportId"":""QID83_FIRST_CLICK""}","{""ImportId"":""QID83_LAST_CLICK""}","{""ImportId"":""QID83_PAGE_SUBMIT""}","{""ImportId"":""QID83_CLICK_COUNT""}","{""ImportId"":""QID84_FIRST_CLICK""}","{""ImportId"":""QID84_LAST_CLICK""}","{""ImportId"":""QID84_PAGE_SUBMIT""}","{""ImportId"":""QID84_CLICK_COUNT""}","{""ImportId"":""QID85_FIRST_CLICK""}","{""ImportId"":""QID85_LAST_CLICK""}","{""ImportId"":""QID85_PAGE_SUBMIT""}","{""ImportId"":""QID85_CLICK_COUNT""}","{""ImportId"":""QID86_FIRST_CLICK""}","{""ImportId"":""QID86_LAST_CLICK""}","{""ImportId"":""QID86_PAGE_SUBMIT""}","{""ImportId"":""QID86_CLICK_COUNT""}","{""ImportId"":""QID25""}","{""ImportId"":""QID28""}","{""ImportId"":""QID26_1""}","{""ImportId"":""QID27_TEXT""}","{""ImportId"":""QID102_TEXT""}","{""ImportId"":""QID103""}","{""ImportId"":""QID137_TEXT""}","{""ImportId"":""QID104""}","{""ImportId"":""QID136_TEXT""}","{""ImportId"":""QID139_TEXT""}","{""ImportId"":""QID110""}","{""ImportId"":""QID111""}","{""ImportId"":""researcherID""}","{""ImportId"":""studyID""}","{""ImportId"":""Create New Field or Choose From Dropdown...""}","{""ImportId"":""groupID""}","{""ImportId"":""participantID""}","{""ImportId"":""groupSize""}","{""ImportId"":""numStages""}","{""ImportId"":""roles""}","{""ImportId"":""participantRole""}","{""ImportId"":""timeOutLog""}","{""ImportId"":""maxWaitTime""}","{""ImportId"":""id""}","{""ImportId"":""botMatch""}","{""ImportId"":""matchAlert""}","{""ImportId"":""participantStatus""}","{""ImportId"":""sendData""}","{""ImportId"":""sendStage""}","{""ImportId"":""getStage""}","{""ImportId"":""getData""}","{""ImportId"":""saveData""}","{""ImportId"":""getWaitText""}","{""ImportId"":""freezeTime""}","{""ImportId"":""chatLog""}","{""ImportId"":""chatDuration""}","{""ImportId"":""chatName""}","{""ImportId"":""chatWindowWidth""}","{""ImportId"":""chatWindowHeight""}","{""ImportId"":""chatInstructions""}"
2022-04-11 08:35:18,2022-04-11 08:45:36,1,,100,618,1,2022-04-11 08:45:38,R_2BsQzAh2xx3l5gQ,,,,,40.73590087890625,-73.9904022216796875,preview,EN,1,0,0,33.639,0,0,0,3.009,0,0,0,0,8.5,0,0,0,21.608,0,4,4,791,351,Region #2,17,15.747,21.14,21.474,2,0,0,25.009,0,,,,,,,,,,,,,,,,,,,0,0,15.006,0,,,,,1,3,8,,,,,,,,,,6392NwKkvp,Study1_MoHi4,,6,R_2BsQzAh2xx3l5gQ,4,1,"A-Overestimator,B-Underestimator,C-Overestimator,D-Underestimator",B-Underestimator,OK -- no issues,,,no,yes,ready,participantStatus,1,1,"A-Overestimator,B-Underestimator,C-Overestimator,D-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon.,1," *** B-Underestimator has joined the chat ***
<br> *** B-Underestimator has joined the chat ***
<br> *** C-Overestimator has joined the chat ***
<br> *** C-Overestimator has joined the chat ***
<br> *** A-Overestimator has joined the chat ***
<br> *** A-Overestimator has joined the chat ***
<br> *** D-Underestimator has joined the chat ***
<br> *** D-Underestimator has joined the chat ***
<br>B-Underestimator: hehehehe 
<br>B-Underestimator: did we get it to work 
<br>D-Underestimator: I would be so happy if we did 
<br>A-Overestimator: wow wow wow 
<br>C-Overestimator: this is amazing
<br> *** B-Underestimator has left the chat ***
<br> *** B-Underestimator has left the chat ***
<br> *** C-Overestimator has left the chat ***
<br> *** C-Overestimator has left the chat ***
<br> *** A-Overestimator has left the chat ***
<br> *** A-Overestimator has left the chat ***
<br>",,chatLog,,,
2022-04-06 12:58:45,2022-04-06 12:59:57,0,216.165.95.146,4,71,0,2022-04-13 12:59:59,R_1CIx6f3DcmXfS6N,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study1_MoHi4,,2,R_1CIx6f3DcmXfS6N,4,1,"A-Overestimator,B-Underestimator,C-Overestimator,D-Underestimator",C-Overestimator,null,,,no,yes,,,,,,,,,,,,,,
2022-04-06 12:58:48,2022-04-06 12:59:57,0,216.165.95.146,7,68,0,2022-04-13 13:00:05,R_2rDxd7R6qzRTimO,,,,,,,anonymous,EN,1,21.341,21.341,22.38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study1_MoHi4,,2,R_2rDxd7R6qzRTimO,4,1,"A-Overestimator,B-Underestimator,C-Overestimator,D-Underestimator",A-Overestimator,null,,,no,yes,,,,,,,,,,,,,,
2022-04-06 12:58:52,2022-04-06 12:59:57,0,216.165.95.146,7,64,0,2022-04-13 13:00:05,R_PYcwtcxoL5ceNq1,,,,,,,anonymous,EN,1,0,0,6.549,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study1_MoHi4,,2,R_PYcwtcxoL5ceNq1,4,1,"A-Overestimator,B-Underestimator,C-Overestimator,D-Underestimator",D-Underestimator,null,,,no,yes,,,,,,,,,,,,,,
2022-04-06 12:58:42,2022-04-06 12:59:57,8,216.165.95.146,4,74,0,2022-04-13 13:00:05,R_307XOPScgALzuwD,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study1_MoHi4,,2,R_307XOPScgALzuwD,4,1,"A-Overestimator,B-Underestimator,C-Overestimator,D-Underestimator",B-Underestimator,null,,,no,yes,,,,,,,,,,,,,,
2022-04-06 13:02:48,2022-04-06 13:13:26,0,216.165.95.146,18,637,0,2022-04-13 13:13:26,R_2qqSEmwutWgLEvC,,,,,,,anonymous,EN,1,0,0,22.719,0,0,0,3.857,0,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study1_MoHi4,,3,R_2qqSEmwutWgLEvC,4,1,"A-Overestimator,B-Underestimator,C-Overestimator,D-Underestimator",C-Overestimator,null,,,no,yes,ready,participantStatus,1,1,"A-Overestimator,B-Underestimator,C-Overestimator,D-Underestimator","null,null",Please wait for the other participants. The chat will start soon.,1,,,,,,
2022-04-06 13:02:56,2022-04-06 13:13:27,0,216.165.95.146,18,631,0,2022-04-13 13:13:30,R_1Fgs5qVEBxnM3Ad,,,,,,,anonymous,EN,1,0,0,36.493,0,0,0,4.569,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study1_MoHi4,,3,R_1Fgs5qVEBxnM3Ad,4,1,"A-Overestimator,B-Underestimator,C-Overestimator,D-Underestimator",D-Underestimator,null,,,no,yes,ready,participantStatus,1,1,"A-Overestimator,B-Underestimator,C-Overestimator,D-Underestimator","null,null",Please wait for the other participants. The chat will start soon.,1,,,,,,
2022-04-06 13:02:59,2022-04-06 13:13:22,0,216.165.95.146,18,623,0,2022-04-13 13:13:45,R_2PpctyqX1Jo4CXI,,,,,,,anonymous,EN,1,0,0,52.218,0,0,0,5.039,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study1_MoHi4,,3,R_2PpctyqX1Jo4CXI,4,1,"A-Overestimator,B-Underestimator,C-Overestimator,D-Underestimator",A-Overestimator,null,,,no,yes,ready,participantStatus,1,1,"A-Overestimator,B-Underestimator,C-Overestimator,D-Underestimator","null,null",Please wait for the other participants. The chat will start soon.,1,,,,,,
